Due Date,Pick Date,Scheduler,WOB#,Customer,Finish,Notes to  Warehouse,Lines,Total Quantity,SQM Unscheduled,SQM Released,SQM In Process,SQM Closed
18/7/2025,10/7/2025,V-KYSB,WOB05733,C03268 ETERNAL GLASS & ALUMINIUM(THE TRUSTEE FOR INHINDSIGHT TST T/,NV | 272-19268 Black Satin (Night Sky),CPO: PILLOW TALK,13,24,0,0,0,63.12
18/7/2025,10/7/2025,V-KYSB,WOB05745,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 272-9067S Monument Satin,CPO-1328,2,3,0,0,0,10.09
18/7/2025,10/7/2025,V-KYSB,WOB05769,C03403 RENMARK GLASS (CODY THOMAS MCDONALD T/AS,NV | 272-32786 Apo Grey Satin,CPO: CODY 1.7 APO GREY,15,17,0,0,0,27.68
18/7/2025,10/7/2025,V-KYSB,WOB05770,C03403 RENMARK GLASS (CODY THOMAS MCDONALD T/AS,NV | GY070A Ultra Silver Gloss,CPO: CODY 1.7 - ULTRA SILVER,7,7,0,0,0,11.39
18/7/2025,11/7/2025,V-KYSB,WOB05781,C03315 PADARATH (RAJIV AKASH PADARATH TRADING AS,NV | 272-19268 Black Satin (Night Sky),CPO 110725,10,57,0,0,0,110.52
18/7/2025,11/7/2025,V-KYSB,WOB05798,C03017 EVOLVE WINDOWS PTY LTD,NV | CHI- China Woodland Grey,CPO-E11/07,1,6,0,0,0,6.79
18/7/2025,11/7/2025,V-KYSB,WOB05802,C01703 TRADE PRICE WINDOWS,NV | 260-6127S Pale Eucalypt Satin,CPO-E11/07,17,40,0,0,0,54.32
18/7/2025,11/7/2025,V-KYSB,WOB05808,C01727 CUSTOM VIEW WINDOWS UNIT TRUST(THE TRUSTEE FOR,NV | 971-7043K Silver Kinetic Pearl Satin *1,CPO 4812,13,18,0,0,0,49.89
18/7/2025,11/7/2025,V-KYSB,WOB05809,C02165 TARANTO GLASS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,CPO 39292,11,11,0,0,0,16.11
18/7/2025,14/7/2025,V-KYSB,WOB05822,C01763 STEVENS GLASS,NV | 272-1139M White Matt,CPO - 02921PY,1,1,0,0,0,1.1
18/7/2025,14/7/2025,V-KYSB,WOB05823,C01763 STEVENS GLASS,NV | 272-1139S White Satin,CPO - 02921PY,1,1,0,0,0,1.1
18/7/2025,14/7/2025,V-KYSB,WOB05857,C01715 CSF FACADE P/L (THE TRUSTEE FOR CSF FACADE UNIT TRUST T/A,NV | 906-2221F Electro Gold Pearl *,CPO - A2391,11,92,0,0,0,225.71
18/7/2025,14/7/2025,V-KYSB,WOB05858,C02089 HUAXIN DOORS & WINDOWS  (YAOHUA KE T/AS ),NV | 272-19268 Black Satin (Night Sky),CPO-Walk in,5,6,0,0,0,15.59
18/7/2025,14/7/2025,W-HOPV,WOB05844,C02357 MUNDARING GLASS AND SECURITY,W | GL205A WOODLAND GREY(R) MATT (SLATE GREY),EXPRESS,1,1,0,0,0,.84
18/7/2025,15/7/2025,N-ESKP,WOB05720,C02725 BLINDAMANIA PTY LTD,Q | 272-5125S Deep Ocean Satin,QLD - CUSTOMER,1,12,0,0,0,6
18/7/2025,15/7/2025,N-ESKP,WOB05723,C02257 VINCENT SECURITY PTY LTD,Q | GN305A Black Textura,QLD - CUSTOMER,2,33,0,0,0,16.5
18/7/2025,15/7/2025,N-ESKP,WOB05740,C03072 QLD COUNTER SALES -RETAIL,Q | 272-9066M Monument Matt,QLD - CUSTOMER,1,40,0,0,0,16
18/7/2025,15/7/2025,N-ESKP,WOB05753,C00821 SOUTHERN STAR WINDOWS (NSW) PTY LTD,NV | GN270A New Ultra Black Matt,- None -,1,2,0,0,0,.96
18/7/2025,15/7/2025,N-ESKP,WOB05754,C00821 SOUTHERN STAR WINDOWS (NSW) PTY LTD,NV | GY070A Ultra Silver Gloss,- None -,3,4,0,0,0,2.48
18/7/2025,15/7/2025,N-ESKP,WOB05759,"C01264 SOUTHERN DOWNS WINDOW, DOORS & SECURITY",NV | CHI-MONMT China Monument Mat,QLD - CUSTOMER,8,13,0,0,0,19.06
18/7/2025,15/7/2025,N-ESKP,WOB05772,C00454 ASAP GLASS & ALUMINIUM,NV | GY397A TEXTURA BASS,SHEET PO PO06394,16,37,0,0,0,88.24
18/7/2025,15/7/2025,N-ESKP,WOB05779,C00281 CORLETTE GLAZING & MAINTENANCE,NV | 272-32786 Apo Grey Satin,- None -,1,13,0,0,0,11.7
18/7/2025,15/7/2025,N-ESKP,WOB05791,- None -,NV | 272-7558M Dune Matt,STOCK,1,40,0,0,0,19.2
18/7/2025,15/7/2025,N-ESKP,WOB05796,C00591 STYLE WINDOWS PTY LTD,NV | GD037A Primrose Gloss,- None -,10,47,0,0,0,73.35
18/7/2025,15/7/2025,N-ESKP,WOB05803,C00536 MAGIC GLASS P/L,NV | 272-1139M White Matt,- None -,12,17,0,0,0,42.74
18/7/2025,15/7/2025,N-ESKP,WOB05805,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-1139S White Satin,- None -,1,1,0,0,0,3.34
18/7/2025,15/7/2025,N-ESKP,WOB05824,- None -,NV | GY235A Anodic Natural Matt *,STOCK,1,30,0,0,0,19.5
18/7/2025,15/7/2025,N-ESKP,WOB05826,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK,1,50,0,0,0,86.13
18/7/2025,15/7/2025,N-ESKP,WOB05829,C00235 DGB COMMERCIAL GLAZING PTY LTD,NV | 272-32786 Apo Grey Satin,- None -,16,18,0,0,0,29.3
18/7/2025,15/7/2025,N-ESKP,WOB05831,C00612 CHRISTIAN MIFSUD T/AS CEM CREATIONS,NV | 272-19319 Black Matt,- None -,3,32,0,0,0,13.2
18/7/2025,15/7/2025,N-ESKP,WOB05833,C02862 MARZDEEZ GLASS & MAINTENANCE,Q | 272-19319 Black Matt ( Night Sky),QLD - CUSTOMER,12,66,0,0,0,187.5
18/7/2025,15/7/2025,N-ESKP,WOB05834,- None -,NV | 272-19319 Black Matt,STOCK,1,3,0,0,0,4.97
18/7/2025,15/7/2025,N-ESKP,WOB05843,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK,4,11,0,0,0,11.04
18/7/2025,15/7/2025,N-ESKP,WOB05845,- None -,NV | 272-19319 Black Matt,STOCK - GRILLE,1,1,0,0,0,3.68
18/7/2025,15/7/2025,N-ESKP,WOB05846,- None -,NV | 272-19319 Black Matt,STOCK,4,18,0,0,0,15.36
18/7/2025,15/7/2025,N-ESKP,WOB05847,C01240 JACKSON R CAMPBELL TA JRC GLASS SOLUTIONS,Q | 272-19319 Black Matt ( Night Sky),QLD - CUSTOMER,8,10,0,0,0,26.5
18/7/2025,15/7/2025,N-ESKP,WOB05864,C03392 BRAX GROUP SYD PTY LTD T/AS WRS WINDOWS & DOORS,NV | GP105A Woodland Grey Satin,URGENT PLZ - PACK BY 18/07 PLZ,1,1,0,0,0,1.75
18/7/2025,16/7/2025,N-ESKP,WOB05932,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-3055S Evening Haze Satin,PLZ PACK BY 18/07 - URGENT PLZ,2,2,0,0,0,5.08
18/7/2025,16/7/2025,V-KYSB,WOB05939,C01763 STEVENS GLASS,NV | 272-9067S Monument Satin,CPO - 02876PY-BO,1,2,0,0,0,.8
17/7/2025,25/6/2025,Q-YTLA,WOB05308,- None -,Q | Acid Dip,- None -,1,520,0,0,0,
17/7/2025,3/7/2025,V-KYSB,WOB05557,C02520 SECURE GLASS & ALUMINIUM PTY LTD,NV | 272-19319 Black Matt,CPO-E02/07 # Commercial hardware - Treadplate1200mm x 2400 x 3mm 5 bar AA5052MF,1,2,0,0,0,1.6
17/7/2025,3/7/2025,W-HOPV,WOB05555,C02357 MUNDARING GLASS AND SECURITY,W | GN305A TEXTURA BLACK,PACK IN BUNDLES,4,26,0,0,0,25.43
17/7/2025,3/7/2025,W-HOPV,WOB05556,C02557 GOLDEN WEST SECURITY,W | GL205A WOODLAND GREY(R) MATT (SLATE GREY),PACK IN BUNDLES,2,9,0,0,0,7.68
17/7/2025,3/7/2025,W-HOPV,WOB05563,C01593 ELEVATE WINDOWS WA PTY LTD,W | GN231A NIGHT SKY(R) MATT (EBONY),PACK IN BUNDLES,2,10,0,0,0,7.57
17/7/2025,3/7/2025,W-HOPV,WOB05568,C01971 JET GLASS & ALUMINIUM,W | GD188A DOESKIN SATIN,PACK  IN  BUNDLES,10,11,0,0,0,15.55
17/7/2025,10/7/2025,V-KYSB,WOB05734,C02667 AUSTRALIAN WINDOW SOLUTIONS(WARING FAMILY TRUST T/AS,NV | 272-1139M White Matt,CPO 13921 WHITE MATT,2,60,0,0,0,89.46
17/7/2025,10/7/2025,V-KYSB,WOB05735,C02667 AUSTRALIAN WINDOW SOLUTIONS(WARING FAMILY TRUST T/AS,NV | 272-1139M White Matt,CPO 13921 ANDODIC DARK GREY,1,20,0,0,0,29.61
17/7/2025,10/7/2025,V-KYSB,WOB05736,C02667 AUSTRALIAN WINDOW SOLUTIONS(WARING FAMILY TRUST T/AS,NV | GN305A Txtura Black Texture,CPO 13921 TXTURA BLACK,2,40,0,0,0,59.54
17/7/2025,10/7/2025,V-KYSB,WOB05737,C02667 AUSTRALIAN WINDOW SOLUTIONS(WARING FAMILY TRUST T/AS,NV | 272-1139M White Matt,CPO: 13921 WHITE MATT,2,50,0,0,0,74.34
17/7/2025,10/7/2025,V-KYSB,WOB05739,C01714 PROGUARD SCREENS(ECO HOME CORPORATE INVESTMENTS P/L TRADING,NV | 272-1139M White Matt,CPO-ST10.07.2025PC (Max as we talking today PLS put on URGENT thanks.),10,40,0,0,0,38.12
17/7/2025,10/7/2025,V-KYSB,WOB05767,C03268 ETERNAL GLASS & ALUMINIUM(THE TRUSTEE FOR INHINDSIGHT TST T/,NV | 272-19268 Black Satin (Night Sky),CPO KELLY,10,18,0,0,0,30.55
17/7/2025,10/7/2025,V-KYSB,WOB05773,C01715 CSF FACADE P/L (THE TRUSTEE FOR CSF FACADE UNIT TRUST T/A,NV | MW201T Bright Silver Matt *,CPO - A2391,22,78,0,0,0,202.96
17/7/2025,10/7/2025,V-KYSB,WOB05774,C01715 CSF FACADE P/L (THE TRUSTEE FOR CSF FACADE UNIT TRUST T/A,NV | 260-9067S Monument Satin *,CPO - A2391,17,125,0,0,0,314.02
17/7/2025,10/7/2025,V-KYSB,WOB05775,C01715 CSF FACADE P/L (THE TRUSTEE FOR CSF FACADE UNIT TRUST T/A,NV | 90Z-1341S Appliance White Satin,CPO - A2391,13,77,0,0,0,220
17/7/2025,10/7/2025,V-KYSB,WOB05777,C01715 CSF FACADE P/L (THE TRUSTEE FOR CSF FACADE UNIT TRUST T/A,NV | 906-2221F Electro Gold Pearl *,CPO - A2391,11,92,0,0,0,225.71
17/7/2025,10/7/2025,W-HOPV,WOB05747,- None -,W | 27281880 CLASSIC PEARL WHITE,Darley stock - EXPRESS,1,6,0,0,0,11.96
17/7/2025,11/7/2025,V-KYSB,WOB05782,C03070 CASH SALE VIC,NV | 260-9067S Monument Satin *,CPO: Bens Wholesale,1,10,0,0,0,19.5
17/7/2025,11/7/2025,V-KYSB,WOB05793,C01722 EXPRESS ALUMINIUM WINDOWS UNIT TRUST(THE TRUSTE FOR EAW T/AS,NV | 272-1139S White Satin,CPO - 1-15 HAMPTON AVE SUNSHINE,18,176,0,0,0,359.84
17/7/2025,11/7/2025,V-KYSB,WOB05801,- None -,NV | 272-32538 Stone Beige Matt,Darley Stock # B/O,1,6,0,0,0,8.88
17/7/2025,11/7/2025,V-KYSB,WOB05813,- None -,NV | 272-9067S Monument Satin,Darley Stock # B/O,1,10,0,0,0,22.08
17/7/2025,14/7/2025,N-ESKP,WOB05724,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 906-8183F Electro Medium Bronze Kinetic Flat *1.5,*WARRANTY* - Cancelled on 11/07 by Briony,14,78,0,0,0,195.88
17/7/2025,14/7/2025,N-ESKP,WOB05728,C00572 IRON GATE PTY LTD,NV | 21T-8184F Protexture Dark Bronze Flat,*WARRANTY*,3,4,0,0,0,2.94
17/7/2025,14/7/2025,N-ESKP,WOB05742,C03072 QLD COUNTER SALES -RETAIL,Q | 272-84365 Primrose Gloss,QLD - CUSTOMER,1,15,0,0,0,6
17/7/2025,14/7/2025,N-ESKP,WOB05751,C00454 ASAP GLASS & ALUMINIUM,NV | 272-81880 Classic Pearl White Gloss,- None -,14,27,0,0,0,70.59
17/7/2025,14/7/2025,N-ESKP,WOB05752,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 906-8183F Electro Medium Bronze Kinetic Flat *1.5,*WARRANTY* - Cancelled on 11/07 by briony,40,236,0,0,0,421.7
17/7/2025,14/7/2025,N-ESKP,WOB05760,C03392 BRAX GROUP SYD PTY LTD T/AS WRS WINDOWS & DOORS,NV | 272-2266M Surfmist Matt *,- None -,15,125,0,0,0,184.8
17/7/2025,14/7/2025,N-ESKP,WOB05763,C03417 ELIANA & EVAAN PTY LTD (JRA INDUSTRIES),NV | GL229A Monument Matt,PLZ PACK BY 17/07,31,94,0,0,0,139.6
17/7/2025,14/7/2025,N-ESKP,WOB05765,C02411 LAGUNA GLASS (COD),Q | 272-37131 White Birch Gloss,QLD - CUSTOMER,9,14,0,0,0,34.23
17/7/2025,14/7/2025,N-ESKP,WOB05776,C01100 ACE WINDOW REPAIRS,NV | GL229A Monument Matt,- None -,6,31,0,0,0,43.54
17/7/2025,14/7/2025,N-ESKP,WOB05789,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK,2,40,0,0,0,35.49
17/7/2025,14/7/2025,N-ESKP,WOB05790,- None -,NV | 260-8252M Jasper Matt,STOCK,1,40,0,0,0,26
17/7/2025,14/7/2025,N-ESKP,WOB05811,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 906-8183F Electro Medium Bronze Kinetic Flat *1.5,*WARRANTY*,18,80,0,0,0,141.77
17/7/2025,14/7/2025,V-KYSB,WOB05832,C01763 STEVENS GLASS,NV | 984-19959 Flame Red Gloss *,CPO-Replacement - 02865PY (Poor P/C),1,1,0,0,0,2.03
17/7/2025,15/7/2025,N-ESKP,WOB05859,C03338 DEAN&BROOKE ENTERPRISES PTY LTD T/A SMART SHOPFRONTS,NV | 272-9067S Monument Satin,PLZ PACK BY 17/07 - PLZ HANDWRAP,3,6,0,0,0,14.25
17/7/2025,15/7/2025,N-ESKP,WOB05867,C00536 MAGIC GLASS P/L,NV | 272-19268 Black Satin (Night Sky),PLZ PACK BY 17/07,1,1,0,0,0,1.12
17/7/2025,15/7/2025,N-ESKP,WOB05869,C00536 MAGIC GLASS P/L,NV | 272-19268 Black Satin (Night Sky),- None -,2,4,0,0,0,10.32
17/7/2025,15/7/2025,V-KYSB,WOB05875,C03254 ADVANCE ALUMINIUM WINDOWS & DOORS PTY LTD,NV | 272-1137S Surfmist Satin,CPO - MARK1906,1,2,0,0,0,7.03
17/7/2025,15/7/2025,V-KYSB,WOB05908,C01722 EXPRESS ALUMINIUM WINDOWS UNIT TRUST(THE TRUSTE FOR EAW T/AS,NV | 272-1139S White Satin,CPO: Paul Corplex (Bifold Option) Rep,1,1,0,0,0,2.91
17/7/2025,15/7/2025,V-KYSB,WOB05920,C01472 CREATIVE WINDOWS,NV | 9E3-8341F Elements2 Natural Bronze,CPO: G860-2529 Rep,2,3,0,0,0,15.7
17/7/2025,15/7/2025,V-KYSB,WOB05923,C01472 CREATIVE WINDOWS,NV | 971-7043K Silver Kinetic Pearl Satin *1,CPO: G862-2529 Rep,4,12,0,0,0,41.29
17/7/2025,17/7/2025,N-ESKP,- None -,- None -,- None -,- None -,1,2,0,0,0,1.3
16/7/2025,20/6/2025,Q-YTLA,WOB05181,C02728 MURPHY GLASS & MAINTENANCE,Q | GY114A Anodic Bronze Satin,- None -,4,4,0,0,0,9
16/7/2025,26/6/2025,V-KYSB,WOB05355,C01494 ALLEGION (AUSTRALIA) PTY LTD T/A BRIO,NV | 272-19319 Black Matt,ALLEGION STOCK ORDER,2,110,0,0,0,105.81
16/7/2025,26/6/2025,V-KYSB,WOB05356,C01494 ALLEGION (AUSTRALIA) PTY LTD T/A BRIO,NV | 272-19319 Black Matt,ALLEGION STOCK ORDER,2,100,0,0,0,79.81
16/7/2025,2/7/2025,Q-YTLA,WOB05499,C01959 SPECIFIC SYSTEMS PTY LTD,Q | 272-83246 Shale Grey Satin,- None -,2,3,0,0,0,9.25
16/7/2025,2/7/2025,W-HOPV,WOB05503,- None -,W | 2722266M SURFMIST MATT (BOND OFFWHITE),**Darley stock** please pack in bundles - Urgent Stock order,1,12,0,0,0,5.16
16/7/2025,2/7/2025,W-HOPV,WOB05504,- None -,W | 27281880 CLASSIC PEARL WHITE,**Darley stock** URGENT ORDER No stock with back order,1,20,0,0,0,14.82
16/7/2025,2/7/2025,W-HOPV,WOB05508,- None -,W | GD188A DOESKIN SATIN,**Darley stock** please pack in bundles,1,20,0,0,0,8.6
16/7/2025,2/7/2025,W-HOPV,WOB05510,- None -,W | GD025A MAGNOLIA GLOSS,**Darley stock** please pack in bundles,1,60,0,0,0,25.8
16/7/2025,2/7/2025,W-HOPV,WOB05511,- None -,W | 2729066M MONUMENT MATT,**Darley stock** please pack in bundles,1,40,0,0,0,17.2
16/7/2025,2/7/2025,W-HOPV,WOB05512,C02341 CHAD'S GLASS & ALUMINIUM T/AS CLG GLASS & ALUMINIUM,W | GP129A MONUMENT(R) SATIN,PACK IN BUNDLES,1,1,0,0,0,.5
16/7/2025,2/7/2025,W-HOPV,WOB05521,C01509 SUPERIOR SECURITY DOORS AND SCREENS,W | GD245A CLASSIC CREAM MATT (SMOOTH CREAM),PACK IN BUNDLES,1,1,0,0,0,1.83
16/7/2025,2/7/2025,W-HOPV,WOB05533,C02200 VIEWGUARD PTY LTD,W | GA078A PEARL WHITE GLOSS,Please pack in bundles,2,12,0,0,0,15.6
16/7/2025,2/7/2025,W-HOPV,WOB05534,- None -,W | GL213A ANODIC DARK GREY MATT,**Darley stock** please pack in bundles,1,20,0,0,0,13
16/7/2025,2/7/2025,W-HOPV,WOB05535,C03037 KENT OUTDOORS PTY TA KENT COMMERCIAL WINDOWS,W | GP184A SHALE GREY(R) SATIN (GULL GREY),Please pack in bundles,11,18,0,0,0,34.84
16/7/2025,3/7/2025,N-ESKP,WOB05505,C01189 CASH SALES NSW ****,N | Universal Clear - 15um - Non-Bulk,UNIVERSAL,1,1,0,0,0,.65
16/7/2025,3/7/2025,V-KYSB,WOB05543,C01494 ALLEGION (AUSTRALIA) PTY LTD T/A BRIO,NV | 272-9067S Monument Satin,CPO - 5004473,1,20,0,0,0,22.86
16/7/2025,9/7/2025,V-KYSB,WOB05704,C02947 WARRAGUL FAST GLASS,NV | 272-84365 Primrose Gloss,CPO - WEBSTER,10,48,0,0,0,64.33
16/7/2025,9/7/2025,V-KYSB,WOB05714,C02512 PLATINUM SCREENS PTY LTD,NV | GD025A Magnolia Gloss,CPO 09/07 MAGNOLIA,4,23,0,0,0,53.24
16/7/2025,10/7/2025,V-KYSB,WOB05732,- None -,NV | 272-37131 White Birch Gloss,Darley Stock # B/O,1,2,0,0,0,1.68
16/7/2025,11/7/2025,N-ESKP,WOB05439,C00636 MONTAGUE GLASS HOUSE PTY LTD,NV | GL229A Monument Matt,B/O,1,2,0,0,0,6.32
16/7/2025,11/7/2025,N-ESKP,WOB05612,C00758 G.H & L FUHRMANN T/AS BLUE RIDGE CONSTRUCTIONS,NV | 272-81880 Classic Pearl White Gloss,B/O,1,1,0,0,0,3.16
16/7/2025,11/7/2025,N-ESKP,WOB05660,- None -,NV | GA057A White Birch Gloss,STOCK - GRILLE,1,4,0,0,0,15.09
16/7/2025,11/7/2025,N-ESKP,WOB05666,- None -,NV | 272-19319 Black Matt,STOCK,4,10,0,0,0,18.49
16/7/2025,11/7/2025,N-ESKP,WOB05667,- None -,NV | 272-81880 Classic Pearl White Gloss,- None -,3,15,0,0,0,23.95
16/7/2025,11/7/2025,N-ESKP,WOB05668,- None -,NV | GD037A Primrose Gloss,STOCK - POOR PC NO R/W,1,4,0,0,0,4.2
16/7/2025,11/7/2025,N-ESKP,WOB05670,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK - GRILLE,1,2,0,0,0,15
16/7/2025,11/7/2025,N-ESKP,WOB05675,- None -,NV | GD037A Primrose Gloss,STOCK,1,10,0,0,0,15.07
