Due Date,Pick Date,Scheduler,WOB#,Customer,Finish,Notes to  Warehouse,Lines,Total Quantity,SQM Unscheduled,SQM Released,SQM In Process,SQM Closed
20/5/2025,15/5/2025,N-ESKP,WOB04060,C00806 SEM WINDOWS PTY LTD (VIC) - NSW,NV | 272-9067S Monument Satin,- None -,6,308,0,0,0,216.21
20/5/2025,15/5/2025,N-ESKP,WOB04065,C01082 HMB ALUMINIUM AND GLASS,NV | 272-19319 Black Matt,- None -,7,14,0,0,0,18.63
20/5/2025,15/5/2025,N-ESKP,WOB04089,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-81880 Classic Pearl White Gloss,- None -,1,1,0,0,0,3.85
20/5/2025,15/5/2025,N-ESKP,WOB04090,C00972 WATERS AUTOMATIC DOORS,NV | 272-19319 Black Matt,- None -,2,6,0,0,0,8.51
20/5/2025,15/5/2025,N-ESKP,WOB04092,C00228 THE WINDOW FACTORY,NV | 90Z-1110G Zeus White Gloss,*WARRANTY*,46,138,0,0,0,255.45
20/5/2025,16/5/2025,N-ESKP,WOB04095,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL229A Monument Matt,- None -,9,16,0,0,0,24.1
20/5/2025,16/5/2025,N-ESKP,WOB04096,C00444 SOUTHSIDE GLASS & BUILDING PTY LTD,NV | 272-19319 Black Matt,- None -,4,5,0,0,0,14.49
20/5/2025,16/5/2025,N-ESKP,WOB04159,C00250 HUNTER GLASS CESSNOCK,NV | GD037A Primrose Gloss,PLZ PACK BY 20/05,1,1,0,0,0,2.58
20/5/2025,19/5/2025,V-KYSB,WOB04180,C01763 STEVENS GLASS,NV | 272-1139S White Satin,CPO: 02589PY Replacement,1,1,0,0,0,1
20/5/2025,20/5/2025,Q-YTLA,- None -,- None -,- None -,- None -,6,22,0,0,0,28.15
20/5/2025,20/5/2025,Q-YTLA,WOB04229,C03286 PRO-SPEC DOORS & WINDOWS (USE OTHER ACCOUNT),Q | GL229A Monument Matt,- None -,1,1,0,0,0,.79
20/5/2025,20/5/2025,Q-YTLA,WOB04235,- None -,Q | GL229A Monument Matt,- None -,1,5,0,0,0,4.56
20/5/2025,20/5/2025,V-KYSB,- None -,- None -,- None -,- None -,8,17,0,0,0,14.28
20/5/2025,20/5/2025,V-KYSB,WOB04248,C02093 NULINE WINDOWS PTY LTD,NV | 272-9066M Monument Matt,CPO: 00036458 - MF TO GO WITH ORDER,2,6,0,0,0,7.35
19/5/2025,16/4/2025,Q-YTLA,WOB03346,C02137 RYAN MURPHY TA VIRTUE GLASS AND GLAZING,Q | Light Bronze Ano - 20um,- None -,14,20,0,0,0,45.57
19/5/2025,2/5/2025,W-HOPV,WOB03720,C02051 MOBILE GLASS & GLAZING,W | 97184678 PRECIOUS MOTHER OF PEARL GLOSS,PACK IN BUNDLES,29,47,0,0,0,95.35
19/5/2025,2/5/2025,W-HOPV,WOB03724,C02051 MOBILE GLASS & GLAZING,W | 2722266M SURFMIST MATT (BOND OFFWHITE),- None -,23,55,0,0,0,99.87
19/5/2025,5/5/2025,V-KYSB,WOB03731,C01984 EXPRESS GLASS 24HR SERVICE PTY LTD (VIC),NV | 272-81880 Classic Pearl White Gloss,CPO: PO-54521 B/O,1,1,0,0,0,1.1
19/5/2025,5/5/2025,W-HOPV,WOB03739,C02048 DOOR STOP,W | GA078A PEARL WHITE GLOSS,Att: PHUOC. Day Ship only.  Quality is critical as order is for Door Stop,7,9,0,0,0,20.89
19/5/2025,6/5/2025,Q-YTLA,WOB03773,C03244 CASH SALE (COD) DANIEL TURNER,Q | 272-83246 Shale Grey Satin,- None -,2,32,0,0,0,34.08
19/5/2025,6/5/2025,W-HOPV,WOB03783,C02260 MARGARET RIVER GLASS,W | 27281880 CLASSIC PEARL WHITE,PACK IN BUNDLES,3,14,0,0,0,10.14
19/5/2025,7/5/2025,N-ESKP,WOB03813,C00972 WATERS AUTOMATIC DOORS,N | Universal Clear - 15um - Non-Bulk,UNIVERSAL,1,1,0,0,0,.98
19/5/2025,7/5/2025,V-KYSB,WOB03839,C02453 FLY SCREENING SOLUTIONS(BASS HOMES P/L & FARRELL BUSINESS,NV | GK236A Pale Eucalypt Matt,CPO - PO-0597,1,14,0,0,0,7
19/5/2025,7/5/2025,V-KYSB,WOB03841,C02013 DOORS BLINDS AND SHUTTERS AUST PTY LTD,NV | 272-1139S White Satin,CPO - EM070525,1,10,0,0,0,6
19/5/2025,7/5/2025,V-KYSB,WOB03844,C02013 DOORS BLINDS AND SHUTTERS AUST PTY LTD,NV | 272-9066S Monument Satin,CPO: Sail Track,1,10,0,0,0,6
19/5/2025,7/5/2025,V-KYSB,WOB03845,C02013 DOORS BLINDS AND SHUTTERS AUST PTY LTD,NV | 272-7255S Woodland Grey Satin,CPO: Sail Track Woodlang Grey,1,10,0,0,0,6
19/5/2025,7/5/2025,V-KYSB,WOB03871,C02421 GEELONG GLASS & ALUMINIUM,NV | 272-1137S Surfmist Satin,CPO 20385,5,19,0,0,0,39.35
19/5/2025,7/5/2025,V-KYSB,WOB03879,C03341 MTM WINDOWS PTY LTD,NV | GL211A Citi Prl Matt,CPO - 92533,1,15,0,0,0,22.21
19/5/2025,7/5/2025,V-KYSB,WOB03880,C03177 COASTAL COMMERCIAL WINDOWS ( THOMAS JOUHN O'KEEFE TRADING AS,NV | 272-19268 Black Satin (Night Sky),CPO: E-02/05,2,3,0,0,0,4.58
19/5/2025,9/5/2025,V-KYSB,WOB03949,C01703 TRADE PRICE WINDOWS,NV | 272-9067S Monument Satin,CPO: PAUL 8/5 - To go with press brake SO30431,2,2,0,0,0,1.95
19/5/2025,12/5/2025,Q-YTLA,WOB04007,C03051 CKA WINDOWS & DOORS PTY LTD,Q | 272-1139S White Satin,- None -,2,2,0,0,0,2.13
19/5/2025,13/5/2025,V-KYSB,WOB04031,C02096 WD ALUMINIUM FABRICATORS PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO: Precise Construction Rep,1,4,0,0,0,10.71
19/5/2025,14/5/2025,N-ESKP,WOB03810,C00460 SEM WINDOWS  (ACT) PTY LTD,NV | 906-8185F Electro Burnished Copper Kinetic Flat *1.5,BACK ORDER,2,5,0,0,0,5.27
19/5/2025,14/5/2025,N-ESKP,WOB04005,C00393 MAKE WINDOWS & DOORS PTY LTD,NV | 272-9066M Monument Matt,- None -,12,19,0,0,0,40.7
19/5/2025,14/5/2025,N-ESKP,WOB04021,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 971-57127 Steel Pearl Gloss,- None -,5,5,0,0,0,5.78
19/5/2025,14/5/2025,N-ESKP,WOB04022,C00498 R & D GLASS HOLDINGS PTY LTD,NV | 260-7557M Shale Grey Matt,- None -,2,2,0,0,0,4.52
19/5/2025,14/5/2025,N-ESKP,WOB04023,C00498 R & D GLASS HOLDINGS PTY LTD,NV | GL210A Wallaby Matt,- None -,30,90,0,0,0,147.63
19/5/2025,14/5/2025,N-ESKP,WOB04024,C01016 PRECISION GLASS & GLAZING PTY LTD,NV | 272-19319 Black Matt,- None -,23,30,0,0,0,53.28
19/5/2025,14/5/2025,N-ESKP,WOB04026,C00498 R & D GLASS HOLDINGS PTY LTD,NV | GL210A Wallaby Matt,- None -,27,93,0,0,0,160.59
19/5/2025,14/5/2025,N-ESKP,WOB04034,C00374 SAFEGUARD HOME IMPROVEMENTS PTY LTD,NV | GL229A Monument Matt,- None -,1,20,0,0,0,13
19/5/2025,14/5/2025,N-ESKP,WOB04040,C00454 ASAP GLASS & ALUMINIUM,NV | 260-7557M Shale Grey Matt,- None -,21,81,0,0,0,192.02
19/5/2025,14/5/2025,W-HOPV,WOB04109,C02970 ARC GLASS & ALUMINIUM,W | GN341A SABLE BLACK,PACK IN BUNDLES,3,5,0,0,0,12.62
19/5/2025,19/5/2025,V-KYSB,WOB04189,C02453 FLY SCREENING SOLUTIONS(BASS HOMES P/L & FARRELL BUSINESS,NV | 90Z-7770M Zeus Silver Grey Matt,TO GO WITH SO29623/WOB03817,1,57,0,0,0,28.5
16/5/2025,23/4/2025,W-HOPV,WOB03443,C02524 CLEAN LINES GLASS & GLAZING,W | GA124A WHITE SATIN,PACK IN BUNDLES,8,11,0,0,0,24
16/5/2025,2/5/2025,W-HOPV,WOB03707,C02164 PET DOORS IN GLASS / (PREVIOUSLY DAVID THE GLAZIER),W | 9717043K PRECIOUS SILVER PEARL,PACK IN BUNDLES,2,6,0,0,0,5.42
16/5/2025,2/5/2025,W-HOPV,WOB03714,C01274 BYFORD GLASS AND ALUMINIUM PTY LTD,W | GD025A MAGNOLIA GLOSS,Please pack in bundles,3,6,0,0,0,14.49
16/5/2025,2/5/2025,W-HOPV,WOB03715,C02048 DOOR STOP,W | GA078A PEARL WHITE GLOSS,PACK IN BUNDLES,8,9,0,0,0,19.79
16/5/2025,2/5/2025,W-HOPV,WOB03716,C02524 CLEAN LINES GLASS & GLAZING,W | 91T8356S ETERNITY BRONZE PEARL (SATIN),Please pack in bundles,6,13,0,0,0,36.01
16/5/2025,2/5/2025,W-HOPV,WOB03717,C02654 RV GLASS,W | GA078A PEARL WHITE GLOSS,PACK IN BUNDLES,11,22,0,0,0,40.64
16/5/2025,2/5/2025,W-HOPV,WOB03721,C02524 CLEAN LINES GLASS & GLAZING,W | GA124A WHITE SATIN,Please pack in bundles,6,6,0,0,0,9.98
16/5/2025,5/5/2025,W-HOPV,WOB03742,C02051 MOBILE GLASS & GLAZING,W | GM100A HAMERSLEY BROWN SATIN,- None -,18,46,0,0,0,77.07
16/5/2025,5/5/2025,W-HOPV,WOB03745,C02048 DOOR STOP,W | GN150A BLACK SATIN,ATTN: PHUOC DAY SHIFT ONLY QUALITY IS CRITICAL AS ORDER IS FOR DOOR STOP,9,21,0,0,0,31.89
16/5/2025,6/5/2025,V-KYSB,WOB03775,C02379 HBJ WINDOWS ( WEIJUN LIU TRADING AS),NV | 272-19268 Black Satin (Night Sky),CPO-E-06/05,29,84,0,0,0,169.07
16/5/2025,6/5/2025,V-KYSB,WOB03781,C02513 ULTRAFIX PTY LTD,NV | 272-19319 Black Matt,CPO: 13629 B/O,2,3,0,0,0,5.37
16/5/2025,6/5/2025,V-KYSB,WOB03791,C02346 GLASSITECTURE ( HALEY GROUP PTY LTD T/AS),NV | 272-19268 Black Satin (Night Sky),CPO 060525,11,26,0,0,0,45.95
16/5/2025,6/5/2025,V-KYSB,WOB03803,C01494 ALLEGION (AUSTRALIA) PTY LTD T/A BRIO,NV | 272-81880 Classic Pearl White Gloss,ALLEGION STOCK ORDER,2,50,0,0,0,18.99
16/5/2025,6/5/2025,V-KYSB,WOB03804,C01785 ATLAS WINDOWS & DOORS(THE TRUSTEE FOR HUSS FAMILY TRST  T/AS,NV | GA057A White Birch Gloss,CPO: 924 James B/O,1,2,0,0,0,3.73
16/5/2025,6/5/2025,V-KYSB,WOB03820,C02074 ALUGLASS PARTITIONS AND SHOP FRONTS (THE TRTEE FOR ALUGLASS,NV | 272-9067S Monument Satin,CPO 30817 - BO,4,14,0,0,0,16.2
16/5/2025,7/5/2025,V-KYSB,WOB03830,C01714 PROGUARD SCREENS(ECO HOME CORPORATE INVESTMENTS P/L TRADING,NV | 272-1139M White Matt,CPO: ST06.05.2025 PC White Matt,11,89,0,0,0,59.06
16/5/2025,7/5/2025,V-KYSB,WOB03832,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 272-7865S Basalt Satin *,CPO 1210,2,22,0,9.5,0,1.7
16/5/2025,7/5/2025,V-KYSB,WOB03843,C01954 JCE WINDOWS & GLASS (THE TRUSTEE FOR GRISCTI FAMILY TRUST),NV | 272-7257S Ironstone Satin *,CPO - 1212,28,51,0,0,0,75.71
16/5/2025,7/5/2025,V-KYSB,WOB03869,C01494 ALLEGION (AUSTRALIA) PTY LTD T/A BRIO,NV | 272-19319 Black Matt,ALLEGION STOCK ORDER,2,60,0,0,0,33.98
16/5/2025,7/5/2025,W-HOPV,WOB03853,C01340 COMMERCIAL GLASS & ALUMINIUM WA PTY LTD,W | GN150A BLACK SATIN,- None -,5,6,0,0,0,11.46
16/5/2025,8/5/2025,W-HOPV,WOB03901,C01391 CASVER IMPORTS PTY LTD,W | GN248A CUSTOM BLACK MATT,- None -,9,9,0,0,0,15.07
16/5/2025,9/5/2025,V-KYSB,WOB03936,C02379 HBJ WINDOWS ( WEIJUN LIU TRADING AS),NV | 272-19268 Black Satin (Night Sky),CPO-Add on original order,11,13,0,0,0,30.85
16/5/2025,12/5/2025,W-HOPV,WOB03989,C02970 ARC GLASS & ALUMINIUM,W | 90Z7557S ZEUS SHALE GREY SATIN,EXPRESS,1,3,0,0,0,2.03
16/5/2025,12/5/2025,W-HOPV,WOB03996,C01594 K & R CONTRACTORS (WA) PTY LTD,W | GA124A WHITE SATIN,EXPRESS,4,6,0,0,0,10.22
16/5/2025,12/5/2025,W-HOPV,WOB04000,C02210 METRO GLASS PTY LTD,W | 9717043K PRECIOUS SILVER PEARL,EXPRESS,3,4,0,0,0,12.28
16/5/2025,12/5/2025,W-HOPV,WOB04001,C02210 METRO GLASS PTY LTD,W | 9717043K PRECIOUS SILVER PEARL,EXPRESS RESUPPLY,4,10,0,0,0,41.63
16/5/2025,12/5/2025,W-HOPV,WOB04017,C02654 RV GLASS,W | GA078A PEARL WHITE GLOSS,EXPRESS,2,2,0,0,0,3.8
16/5/2025,13/5/2025,N-ESKP,WOB03509,C00505 TAYLORS WINDOW SUPPLIES,NV | 272-81880 Classic Pearl White Gloss,- None -,1,2,0,0,0,1.82
16/5/2025,13/5/2025,N-ESKP,WOB03516,C01000 MOREE ALUMINIUM & GLASS,NV | 272-19319 Black Matt,- None -,1,3,0,0,0,6.71
16/5/2025,13/5/2025,N-ESKP,WOB03974,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-19319 Black Matt,- None -,1,1,0,0,0,.28
16/5/2025,13/5/2025,N-ESKP,WOB03980,C00162 OLSENS SECURITY DOORS & LOCKSMITHS,NV | 272-81880 Classic Pearl White Gloss,- None -,8,16,0,0,0,28.89
16/5/2025,13/5/2025,N-ESKP,WOB03982,- None -,NV | 272-32538 Stone Beige Matt,STOCK,1,10,0,0,0,11.38
16/5/2025,13/5/2025,N-ESKP,WOB03983,C00151 NOWRA FLYSCREENS & DOORS,NV | GK044A Heritage Green Gloss,- None -,2,2,0,0,0,4.3
16/5/2025,13/5/2025,N-ESKP,WOB03992,- None -,NV | 272-81880 Classic Pearl White Gloss,STOCK - GRILLE,1,40,0,0,0,300
16/5/2025,13/5/2025,N-ESKP,WOB03995,C01240 JACKSON R CAMPBELL TA JRC GLASS SOLUTIONS,Q | 272-19319 Black Matt ( Night Sky),QLD - CUSTOMER,1,2,0,0,0,3.02
16/5/2025,13/5/2025,N-ESKP,WOB03999,- None -,NV | 272-19319 Black Matt,STOCK,1,10,0,0,0,25.48
16/5/2025,13/5/2025,N-ESKP,WOB04002,C00579 SOUTH WEST ALUMINIUM PTY LTD,NV | 272-9067S Monument Satin,- None -,15,99,0,0,0,222.71
16/5/2025,13/5/2025,N-ESKP,WOB04010,C00658 ONEGLASS NSW PTY LTD,NV | 272-19319 Black Matt,- None -,2,2,0,0,0,4.24
16/5/2025,13/5/2025,W-HOPV,WOB04047,C02524 CLEAN LINES GLASS & GLAZING,W | GA124A WHITE SATIN,EXPRESS,3,5,0,0,0,16.88
16/5/2025,14/5/2025,N-ESKP,WOB04100,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL229A Monument Matt,PLZ PACK BY 16/05,1,3,0,0,0,1.7
16/5/2025,14/5/2025,W-HOPV,WOB04119,C01672 24/7 GLAZING - THE TRUSTEE FOR THE SEA TRUST,W | 27281880 CLASSIC PEARL WHITE,EXPRESS,1,2,0,0,0,6.12
16/5/2025,15/5/2025,N-ESKP,WOB04113,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | 272-3088S Paperbark Satin,PLZ PACK  BY 16/05 IF POSSIBLE,1,1,0,0,0,.83
16/5/2025,16/5/2025,Q-YTLA,- None -,- None -,- None -,- None -,3,65,0,0,0,27.25
15/5/2025,1/5/2025,W-HOPV,WOB03662,C01912 S & J GLASS,W | GL284A SHALE GREY(R) MATT (GULL GREY),Please pack in bundles,2,3,0,0,0,3.31
15/5/2025,1/5/2025,W-HOPV,WOB03663,C02602 BEARDS SECURITY DOORS & AWNING,W | GL249A VIVICA STORM FRONT MATT,- None -,7,53,0,0,0,42.53
15/5/2025,1/5/2025,W-HOPV,WOB03664,C02907 CLIMATEFRAME PTY LTD,W | GA228A VIVICA SNOW DUST MATT(WHITE LUSTRE),Please pack in bundles,22,39,0,0,0,35.04
15/5/2025,1/5/2025,W-HOPV,WOB03674,- None -,W | 27219268 BLACK SATIN (NIGHT SKY),**Darley stock** please pack in bundles,1,60,0,0,0,58.5
15/5/2025,2/5/2025,N-ESKP,WOB03680,- None -,N | Universal Clear - 15um - Non-Bulk,UNIVERSAL - STOCK,8,71,0,0,0,92.85
15/5/2025,2/5/2025,W-HOPV,WOB03705,C01391 CASVER IMPORTS PTY LTD,W | 27251272 ANOTEC SILVER GREY MATT,- None -,17,43,0,0,0,61.16
15/5/2025,5/5/2025,V-KYSB,WOB03732,C02074 ALUGLASS PARTITIONS AND SHOP FRONTS (THE TRTEE FOR ALUGLASS,NV | 272-19268 Black Satin (Night Sky),CPO HEATHMONT STAGE 2 30808 B/O,1,2,0,0,0,3
15/5/2025,5/5/2025,V-KYSB,WOB03750,C02421 GEELONG GLASS & ALUMINIUM,NV | 272-9067S Monument Satin,CPO PO20358-BO,1,2,0,0,0,3
15/5/2025,6/5/2025,V-KYSB,WOB03769,C01763 STEVENS GLASS,NV | 272-1139M White Matt,CPO 02581PY - BO,1,6,0,0,0,5.54
15/5/2025,6/5/2025,V-KYSB,WOB03771,C02096 WD ALUMINIUM FABRICATORS PTY LTD,NV | 272-19268 Black Satin (Night Sky),CPO-Precise Construction,5,20,0,0,0,49.06
15/5/2025,6/5/2025,V-KYSB,WOB03792,C02201 BCS GLASS PTY LTD,NV | 272-19319 Black Matt,CPO G5 OTFC STAGE TWO,18,64,0,0,0,150.76
15/5/2025,6/5/2025,V-KYSB,WOB03802,C01785 ATLAS WINDOWS & DOORS(THE TRUSTEE FOR HUSS FAMILY TRST  T/AS,NV | GA057A White Birch Gloss,CPO: 924 James,12,33,0,0,0,65.58
15/5/2025,6/5/2025,V-KYSB,WOB03805,C02074 ALUGLASS PARTITIONS AND SHOP FRONTS (THE TRTEE FOR ALUGLASS,NV | 272-7256S Windspray Satin,CPO 30824 + HARDWARE,9,10,0,0,0,8.32
15/5/2025,6/5/2025,V-KYSB,WOB03814,C01714 PROGUARD SCREENS(ECO HOME CORPORATE INVESTMENTS P/L TRADING,V | Customers Own Powder,CPO: ST06.05.2025 PC GL340A Aludec Anthracite,3,66,0,0,0,53.38
15/5/2025,6/5/2025,V-KYSB,WOB03817,C02453 FLY SCREENING SOLUTIONS(BASS HOMES P/L & FARRELL BUSINESS,NV | 90Z-7770M Zeus Silver Grey Matt,CPO: PO-0596,1,87,0,0,0,43.5
15/5/2025,6/5/2025,V-KYSB,WOB03821,C01714 PROGUARD SCREENS(ECO HOME CORPORATE INVESTMENTS P/L TRADING,V | Customers Own Powder,CPO: ST06.05.2025 PC GM334A Umbra Grey,7,22,0,0,0,23.36
15/5/2025,6/5/2025,W-HOPV,WOB03789,C02006 HILTON GLASS AND ALUMINIUM,W | 2729067S MONUMENT SATIN,- None -,40,87,0,0,0,138.56
15/5/2025,6/5/2025,W-HOPV,WOB03798,C02051 MOBILE GLASS & GLAZING,W | GA078A PEARL WHITE GLOSS,- None -,28,75,0,0,0,177.9
15/5/2025,6/5/2025,W-HOPV,WOB03808,C01912 S & J GLASS,W | GK236A PALE EUCALYPT(R) MATT (MIST GREEN),PLEASE INTERLEAVE WHEN PACKING- COUNTRY CUSTOMER,7,25,0,0,0,88.09
15/5/2025,6/5/2025,W-HOPV,WOB03825,C01912 S & J GLASS,W | GK236A PALE EUCALYPT(R) MATT (MIST GREEN),PLEASE INTERLEAVE WHEN PACKING- COUNTRY CUSTOMER,4,15,0,0,0,39.37
15/5/2025,7/5/2025,V-KYSB,WOB03866,C02812 TOTAL ALUMINIUM FABRICATORS PTY LTD,V | Customers Own Powder,CPO ST MINA B/O ZUES COYOTE SATIN,1,4,0,0,0,2.27
15/5/2025,8/5/2025,Q-YTLA,WOB03889,- None -,Q | Acid Dip,- None -,1,1000,0,0,0,
15/5/2025,12/5/2025,N-ESKP,WOB03932,C00265 SAMS GLASS & ALUMINIUM,NV | 272-3088S Paperbark Satin,- None -,1,6,0,0,0,5.47
15/5/2025,12/5/2025,N-ESKP,WOB03935,C03081 EXPRESS GLASS 24HR SERVICE PTY LTD (NSW)*,NV | 272-84657 New Hammersly Brown Satin,- None -,7,9,0,0,0,20.46
15/5/2025,12/5/2025,N-ESKP,WOB03940,- None -,NV | 272-19319 Black Matt,STOCK,1,31,0,0,0,20.15
15/5/2025,12/5/2025,N-ESKP,WOB03941,- None -,NV | 272-3088S Paperbark Satin,STOCK FOR QLD,1,40,0,0,0,20
15/5/2025,12/5/2025,N-ESKP,WOB03944,C00219 ALL HUNGWELL DOORS,NV | 272-19319 Black Matt,- None -,1,1,0,0,0,.73
15/5/2025,12/5/2025,N-ESKP,WOB03945,C01189 CASH SALES NSW ****,NV | 260-6127S Pale Eucalypt Satin,- None -,2,10,0,0,0,12.74
15/5/2025,12/5/2025,N-ESKP,WOB03946,C00162 OLSENS SECURITY DOORS & LOCKSMITHS,NV | 272-81880 Classic Pearl White Gloss,- None -,3,4,0,0,0,7.64
15/5/2025,12/5/2025,N-ESKP,WOB03952,- None -,NV | 272-9067S Monument Satin,DVA FOR VIC,1,20,0,0,0,60
15/5/2025,12/5/2025,N-ESKP,WOB03956,C02586 CRYSTAL CLEAR GLASS,Q | 272-19319 Black Matt ( Night Sky),- None -,5,9,0,0,0,30.11
15/5/2025,12/5/2025,N-ESKP,WOB03957,C00551 SPACE WINDOWS & DOORS PTY LTD,NV | GL229A Monument Matt,- None -,3,3,0,0,0,6.28
15/5/2025,12/5/2025,N-ESKP,WOB03958,C00909 BASIX WINDOWS & DOORS PTY LTD,NV | 906-8183F Electro Medium Bronze Kinetic Flat *1.5,*WARRANTY*,7,9,0,0,0,23.16
15/5/2025,12/5/2025,N-ESKP,WOB03962,C00017 DYNAMIC ALUMINIUM PTY LTD,NV | 272-32538 Stone Beige Matt,- None -,32,61,0,0,0,96.04
15/5/2025,12/5/2025,N-ESKP,WOB03963,C00017 DYNAMIC ALUMINIUM PTY LTD,NV | 272-19319 Black Matt,- None -,2,2,0,0,0,2.51
15/5/2025,12/5/2025,N-ESKP,WOB03965,C00598 A TRYME GLASS GLAZING PTY LTD,NV | 971-88471 Citi Pearl Matt *,- None -,12,26,0,0,0,53.51
15/5/2025,12/5/2025,N-ESKP,WOB03966,C00555 TRIO DESIGNS (NSW) PL,NV | 272-9066M Monument Matt,- None -,39,121,0,0,0,195.46
15/5/2025,12/5/2025,N-ESKP,WOB03967,C00188 OPULENT ALUMINIUM PTY LTD,NV | 272-19319 Black Matt,- None -,12,15,0,0,0,30.25
15/5/2025,12/5/2025,N-ESKP,WOB03968,C00374 SAFEGUARD HOME IMPROVEMENTS PTY LTD,NV | 272-51275 Anotec Dark Grey Matt,- None -,9,16,0,0,0,14.89
15/5/2025,12/5/2025,N-ESKP,WOB03970,C01000 MOREE ALUMINIUM & GLASS,NV | 272-19319 Black Matt,- None -,2,2,0,0,0,3.54
15/5/2025,12/5/2025,N-ESKP,WOB03973,C00374 SAFEGUARD HOME IMPROVEMENTS PTY LTD,NV | GK030A Hawthorn Green Gloss,- None -,3,8,0,0,0,9.26
15/5/2025,12/5/2025,W-HOPV,WOB04004,C02524 CLEAN LINES GLASS & GLAZING,W | GA124A WHITE SATIN,EXPRESS- FOC RESUPPLY FOR RECOAT PO04748,3,13,0,0,0,40.28
15/5/2025,12/5/2025,W-HOPV,WOB04006,C03073 WA COUNTER SALES - TRADE,W | GN150A BLACK SATIN,EXPRESS,3,4,0,0,0,6.83
15/5/2025,13/5/2025,N-ESKP,WOB04037,C03338 DEAN&BROOKE ENTERPRISES PTY LTD T/A SMART SHOPFRONTS,NV | 272-19268 Black Satin (Night Sky),PLZ PACK BY 15/05,1,1,0,0,0,1.92
15/5/2025,13/5/2025,Q-YTLA,WOB04033,C03286 PRO-SPEC DOORS & WINDOWS (USE OTHER ACCOUNT),Q | 272-84365 Primrose Gloss,- None -,1,1,0,0,0,5.02
15/5/2025,13/5/2025,V-KYSB,WOB04025,C02299 KUSTOM WINDOWS(ALLABOUT DEVELOPMENTS PTY LTD TRADING AS),NV | 272-19268 Black Satin (Night Sky),CPO REP NOBILITY ST,1,1,0,0,0,1.2
15/5/2025,13/5/2025,V-KYSB,WOB04029,C01763 STEVENS GLASS,NV | 272-19268 Black Satin (Night Sky),CPO REP 02578PY,1,1,0,0,0,2.09
15/5/2025,14/5/2025,V-KYSB,WOB04072,C01722 EXPRESS ALUMINIUM WINDOWS UNIT TRUST(THE TRUSTE FOR EAW T/AS,NV | 90Z-7307S Zeus Monument Satin,CPO REP 400-430 MAHONEYS RD,1,7,0,0,0,29.89
14/5/2025,14/4/2025,V-KYSB,WOB03263,C02812 TOTAL ALUMINIUM FABRICATORS PTY LTD,NV | 272-32186 Transformer Grey Gloss *,CPO ST MINA,9,11,0,0,0,26.11
14/5/2025,14/4/2025,V-KYSB,WOB03267,C02812 TOTAL ALUMINIUM FABRICATORS PTY LTD,V | Customers Own Powder,CPO ST MINA,30,169,0,0,0,439.73
14/5/2025,16/4/2025,V-KYSB,WOB03351,C01494 ALLEGION (AUSTRALIA) PTY LTD T/A BRIO,NV | 971-7043K Silver Pearl Satin *1.5,ALLEGION STOCK ORDER,2,40,0,0,0,30.34
14/5/2025,16/4/2025,V-KYSB,WOB03352,C01494 ALLEGION (AUSTRALIA) PTY LTD T/A BRIO,NV | 272-19319 Black Matt,ALLEGION STOCK ORDER,1,50,0,0,0,26.76
14/5/2025,30/4/2025,V-KYSB,WOB03627,C02074 ALUGLASS PARTITIONS AND SHOP FRONTS (THE TRTEE FOR ALUGLASS,NV | 272-19268 Black Satin (Night Sky),CPO heathmont stage 2 30808,2,59,0,0,0,182.91
14/5/2025,30/4/2025,V-KYSB,WOB03636,C01714 PROGUARD SCREENS(ECO HOME CORPORATE INVESTMENTS P/L TRADING,NV | GN305A Txtura Black Texture,CPO PG3487 WPLX- TEXTURE BLK,2,150,0,0,0,89.9
14/5/2025,30/4/2025,W-HOPV,WOB03604,C02341 CHAD'S GLASS & ALUMINIUM T/AS CLG GLASS & ALUMINIUM,W | GN248A CUSTOM BLACK MATT,Please pack in bundles,25,52,0,0,0,82.54
14/5/2025,30/4/2025,W-HOPV,WOB03624,C03427 WESTCOAST GYPROCK PTY LTD,W | GP136A IRONSTONE(R) SATIN,PACK IN BUNDLES,6,60,0,0,0,59.09
14/5/2025,30/4/2025,W-HOPV,WOB03626,C02907 CLIMATEFRAME PTY LTD,W | GN305A TEXTURA BLACK,PACK IN BUNDLES,1,100,0,0,0,78
14/5/2025,30/4/2025,W-HOPV,WOB03629,C03427 WESTCOAST GYPROCK PTY LTD,W | GA073A CLASSIC PEARL WHITE GLOSS,PACK IN BUNDLES,4,40,0,0,0,46.68
14/5/2025,30/4/2025,W-HOPV,WOB03646,- None -,W | Clear Anodised - 15um,**Darley stock** please pack in bundles pick up by darley truck,1,10,0,0,0,16.2
14/5/2025,1/5/2025,W-HOPV,WOB03656,C02048 DOOR STOP,W | GA078A PEARL WHITE GLOSS,CANCELLED AS PER DEAN.,1,1,0,0,0,.83
